time,speed_kmh,P_load_kW,P_fc_kW,P_bat_kW,SOC,m_H2_cumul_kg,H2_eq_kg
1102,85.5,14.442166087963026,8.135593220338983,6.306572867624043,0.5874069493715027,0.09838953891245267,0.2975864553390647
1103,85.7,14.506081998304367,8.135593220338983,6.3704887779653845,0.5873079008330641,0.0985303839828752,0.2975864553390647
1104,85.9,14.57020912172298,8.135593220338983,6.434615901383998,0.5872078450519572,0.09867122905329773,0.2975864553390647
1105,86.1,14.634547951131678,8.135593220338983,6.498954730792695,0.5871067786247882,0.09881207412372026,0.2975864553390647
1106,86.3,14.699098979442981,7.627118644067796,7.071980335375185,0.5870046981394977,0.09894729046987409,0.2975864553390647
1107,86.5,14.207664139898622,7.627118644067796,6.580545495830826,0.5868935905337294,0.09908250681602793,0.2975864553390647
1108,86.6,13.682641345526555,7.627118644067796,6.055522701458759,0.5867902232308914,0.09921772316218178,0.2975864553390647
1109,86.7,14.27135503652268,7.627118644067796,6.644236392454884,0.5866951221643636,0.09935293950833561,0.2975864553390647
1110,86.9,14.335259610787203,7.627118644067796,6.708140966719407,0.5865907499780036,0.09948815585448945,0.2975864553390647
1111,87.0,13.807878600823004,7.11864406779661,6.6892345330263945,0.5864853703003229,0.09961810634953895,0.2975864553390647
1112,87.1,13.279265186880824,7.11864406779661,6.160621119084214,0.5863802874825176,0.09974805684458844,0.2975864553390647
1113,87.1,13.279265186880824,7.11864406779661,6.160621119084214,0.5862835284158789,0.09987800733963795,0.2975864553390647
1114,87.2,13.310119019051989,7.11864406779661,6.191474951255379,0.5861867685532306,0.10000795783468744,0.2975864553390647
1115,87.2,12.749419430574607,7.11864406779661,5.630775362777997,0.5860895220924819,0.10013790832973694,0.2975864553390647
1116,87.2,12.749419430574607,7.11864406779661,5.630775362777997,0.5860011013923224,0.10026785882478645,0.2975864553390647
1117,87.2,12.749419430574607,7.11864406779661,5.630775362777997,0.5859126800277032,0.10039780931983594,0.2975864553390647
1118,87.2,12.749419430574607,7.11864406779661,5.630775362777997,0.5858242579986094,0.10052775981488545,0.2975864553390647
1119,87.2,12.188719842097223,7.11864406779661,5.070075774300613,0.5857358353050258,0.10065771030993494,0.2975864553390647
1120,87.1,11.599095433794357,7.11864406779661,4.480451365997747,0.5856562348069212,0.10078766080498444,0.2975864553390647
1121,87.0,11.57022427983543,7.11864406779661,4.451580212038819,0.5855859075604496,0.10091761130003395,0.2975864553390647
1122,86.9,11.541406730128832,7.11864406779661,4.4227626623322225,0.5855160338783866,0.10104756179508344,0.2975864553390647
1123,86.8,11.512642723060475,7.11864406779661,4.393998655263865,0.5854466129154663,0.10117751229013294,0.2975864553390647
1124,86.7,11.483932197016427,7.11864406779661,4.365288129219818,0.5853776438273778,0.10130746278518243,0.2975864553390647
