time,speed_kmh,P_load_kW,P_fc_kW,P_bat_kW,SOC_true,SOC_est,SOC_open,m_H2_cumul_kg,H2_eq_kg
19,15.0,1.0565329218106998,0.0,1.0565329218106998,0.5996826271709029,0.5942250920704267,0.5994776101543797,0.0,0.13473220852730938
20,15.0,1.0565329218106998,0.0,1.0565329218106998,0.5996660856288127,0.5984124560542814,0.5994536469068699,0.0,0.13473220852730938
21,15.0,1.0565329218106998,0.0,1.0565329218106998,0.5996495440635795,0.5996552418968094,0.59942394293447,0.0,0.13473220852730938
22,15.0,1.0565329218106998,0.0,1.0565329218106998,0.599633002475203,0.5989540891864203,0.5993966114802113,0.0,0.13473220852730938
23,15.0,0.0,0.0,0.0,0.5996164608636833,0.5977661478845966,0.5993730657631092,0.0,0.13473220852730938
24,12.5,0.0,0.0,0.0,0.5996164608636833,0.6014504189420892,0.5993632342041396,0.0,0.13473220852730938
25,10.0,0.0,0.0,0.0,0.5996164608636833,0.5961559670346257,0.5993511685977797,0.0,0.13473220852730938
26,6.7,0.0,0.0,0.0,0.5996164608636833,0.5976458473183639,0.5993391572534202,0.0,0.13473220852730938
27,3.4,0.0,0.0,0.0,0.5996164608636833,0.6003940548141369,0.5993299264811989,0.0,0.13473220852730938
28,0.0,0.0,0.0,0.0,0.5996164608636833,0.6019860936594016,0.5993159514825253,0.0,0.13473220852730938
29,0.0,0.0,0.0,0.0,0.5996164608636833,0.5996502259610926,0.5993071715312008,0.0,0.13473220852730938
30,0.0,0.0,0.0,0.0,0.5996164608636833,0.6018544861535996,0.5992951402438914,0.0,0.13473220852730938
31,0.0,0.0,0.0,0.0,0.5996164608636833,0.5998911891900301,0.5992853601723299,0.0,0.13473220852730938
32,0.0,0.0,0.0,0.0,0.5996164608636833,0.5969642774448528,0.5992773222139244,0.0,0.13473220852730938
33,0.0,0.0,0.0,0.0,0.5996164608636833,0.6018817573885054,0.5992639540866399,0.0,0.13473220852730938
34,0.0,0.0,0.0,0.0,0.5996164608636833,0.6026192365422285,0.5992530430036443,0.0,0.13473220852730938
35,0.0,0.0,0.0,0.0,0.5996164608636833,0.5990796311222616,0.5992409273480193,0.0,0.13473220852730938
36,0.0,0.0,0.0,0.0,0.5996164608636833,0.6029618675247486,0.5992288123602262,0.0,0.13473220852730938
37,0.0,0.0,0.0,0.0,0.5996164608636833,0.604241544003725,0.5992178007658904,0.0,0.13473220852730938
38,0.0,0.0,0.0,0.0,0.5996164608636833,0.6029466854755764,0.5992139667245129,0.0,0.13473220852730938
39,0.0,0.0,0.0,0.0,0.5996164608636833,0.5999742494034626,0.59920261381599,0.0,0.13473220852730938
40,0.0,0.0,0.0,0.0,0.5996164608636833,0.5951793493108083,0.599191247813833,0.0,0.13473220852730938
41,0.0,0.0,0.0,0.0,0.5996164608636833,0.5990373010118951,0.5991807469024104,0.0,0.13473220852730938
42,0.0,0.0,0.0,0.0,0.5996164608636833,0.5982445561004384,0.5991655305300639,0.0,0.13473220852730938
43,0.0,0.0,0.0,0.0,0.5996164608636833,0.5980355069203381,0.5991566652345164,0.0,0.13473220852730938
44,0.0,0.0,0.0,0.0,0.5996164608636833,0.5998678766489345,0.599143011339745,0.0,0.13473220852730938
45,0.0,0.0,0.0,0.0,0.5996164608636833,0.6008662567783798,0.5991333717847555,0.0,0.13473220852730938
46,0.0,0.0,0.0,0.0,0.5996164608636833,0.6022205714034213,0.599121991013785,0.0,0.13473220852730938
47,0.0,0.0,0.0,0.0,0.5996164608636833,0.599681502280917,0.5991128300501569,0.0,0.13473220852730938
48,0.0,0.0,0.0,0.0,0.5996164608636833,0.5962864721960237,0.59910280812836,0.0,0.13473220852730938
49,0.0,0.0,0.0,0.0,0.5996164608636833,0.5991646361212443,0.5990908744609238,0.0,0.13473220852730938
50,3.0,1.3620596707818928,0.0,1.3620596707818928,0.5996164608636833,0.5989346270952568,0.5990797491457664,0.0,0.13473220852730938
51,6.0,2.7257829218106995,0.0,2.7257829218106995,0.5995951331526617,0.5984314408387732,0.5990512419090283,0.0,0.13473220852730938
52,9.0,4.092833333333333,0.0,4.092833333333333,0.5995524284473863,0.5973783887913778,0.5989983780774099,0.0,0.13473220852730938
53,12.0,5.464874485596708,0.0,5.464874485596708,0.5994882710672784,0.5997707217682364,0.5989235576020565,0.0,0.13473220852730938
54,15.0,3.9500514403292204,0.0,3.9500514403292204,0.5994025588166837,0.5999441706249502,0.5988214948350695,0.0,0.13473220852730938
55,15.0,1.0565329218106998,0.0,1.0565329218106998,0.599340642358098,0.5993791359155722,0.5987477518476207,0.0,0.13473220852730938
56,15.0,4.335853909465018,0.0,4.335853909465018,0.5993241003375273,0.5992850767453433,0.5987254286359813,0.0,0.13473220852730938
57,18.4,9.362738352690135,0.0,9.362738352690135,0.599256125574954,0.604920746643356,0.5986461754561583,0.0,0.13473220852730938
58,21.8,11.123407370217956,0.0,11.123407370217956,0.5991090461764362,0.6016742175769744,0.5984885192825427,0.0,0.13473220852730938
59,25.2,12.899603629629633,0.0,12.899603629629633,0.598934182579331,0.5971828844663577,0.5983026409959088,0.0,0.13473220852730938
