t_s,I_A,V_V,SOC_true,SOC_ekf
2100.0,5.0,3.4570780109965353,0.4166666666666655,0.30359212587049367
2110.0,5.0,3.4551406366608703,0.41388888888888775,0.3008259118754967
2120.0,5.0,3.4531941617179784,0.41111111111111,0.29810571727710294
2130.0,5.0,3.451237783362605,0.4083333333333321,0.2954273801845062
2140.0,5.0,3.4492711060919596,0.40555555555555434,0.29192557734403785
2150.0,5.0,3.4472939768349304,0.40277777777777657,0.28860839955154577
2160.0,5.0,3.4453060626549474,0.3999999999999988,0.2854536305983929
2170.0,5.0,3.443307350456691,0.39722222222222103,0.2824420064463844
2180.0,5.0,3.4412974485901624,0.39444444444444327,0.2795567288901623
2190.0,5.0,3.4392760589497398,0.3916666666666655,0.2767830899461126
2200.0,5.0,3.437242896666813,0.3888888888888876,0.2741081606699315
2210.0,5.0,3.4351976521729144,0.38611111111110985,0.27152053272202153
2220.0,5.0,3.4331400529712557,0.3833333333333321,0.26901010641942374
2230.0,5.0,3.431069813203429,0.3805555555555543,0.26656791159540744
2240.0,5.0,3.4289863497830755,0.37777777777777644,0.2641859446820885
2250.0,5.0,3.4268887813189863,0.37499999999999867,0.2618570301063406
2260.0,5.0,3.424776994324098,0.3722222222222209,0.259574747596867
2270.0,5.0,3.4226505632731707,0.36944444444444313,0.2573333263805227
2280.0,5.0,3.420509351494559,0.36666666666666525,0.25512757916692363
2290.0,5.0,3.4183531106691234,0.3638888888888875,0.25295282925868884
2300.0,5.0,3.416181372188367,0.3611111111111097,0.25080484267856057
2310.0,5.0,3.41399378904023,0.35833333333333195,0.24867978302393984
2320.0,5.0,3.411788847988565,0.35555555555555407,0.2465741186963278
2330.0,5.0,3.409566235999156,0.3527777777777763,0.24509499829415718
2340.0,5.0,3.4073255387962194,0.34999999999999853,0.2435531851514691
2350.0,5.0,3.405066230150279,0.34722222222222077,0.2419515389740224
2360.0,5.0,3.402788343096225,0.344444444444443,0.2402927795340142
2370.0,5.0,3.4004911401059084,0.34166666666666523,0.23857945919571738
2380.0,5.0,3.3981741536693875,0.33888888888888746,0.23681397558039582
2390.0,5.0,3.3958365106751387,0.3361111111111096,0.23499855954457755
2400.0,5.0,3.393476523690353,0.3333333333333318,0.23313524852306228
2410.0,5.0,3.3910940842633224,0.33055555555555405,0.23122595177135719
2420.0,5.0,3.388688475362665,0.3277777777777763,0.22927243181511758
2430.0,5.0,3.3862601818714886,0.3249999999999984,0.22727635579113578
2440.0,5.0,3.3838096601700416,0.32222222222222063,0.22523929894353809
2450.0,5.0,3.381335877038292,0.31944444444444287,0.22316269191232338
2460.0,5.0,3.3788385035953707,0.3166666666666651,0.22104785390476375
2470.0,5.0,3.3763158168770246,0.3138888888888872,0.21889594408946864
2480.0,5.0,3.373767267992833,0.31111111111110945,0.21670801382491137
2490.0,5.0,3.371192532793107,0.3083333333333317,0.2144850208802314
2500.0,5.0,3.3685909916052723,0.3055555555555539,0.2122278230234019
2510.0,5.0,3.3659724337323262,0.30277777777777604,0.20993758991347916
2520.0,5.0,3.3633332475139994,0.29999999999999827,0.207615272478443
2530.0,5.0,3.3606743104983527,0.2972222222222205,0.20526178718745386
2540.0,5.0,3.3579958606509113,0.29444444444444273,0.2028779940766312
2550.0,5.0,3.3552952182028566,0.29166666666666496,0.20046458570460055
2560.0,5.0,3.3525738265352327,0.2888888888888872,0.1980222564449872
2570.0,5.0,3.3498316856480406,0.28611111111110943,0.1955516474523226
2580.0,5.0,3.347083397590592,0.28333333333333155,0.19324161487323643
2590.0,5.0,3.3443249979741623,0.2805555555555538,0.1908840466612863
2600.0,5.0,3.3415541903561645,0.277777777777776,0.18848103324076806
2610.0,5.0,3.338784938461205,0.27499999999999825,0.18603508809247737
2620.0,5.0,3.336015685625526,0.2722222222222205,0.18354854205697532
2630.0,5.0,3.33324343602357,0.2694444444444427,0.18102349296386544
2640.0,5.0,3.3304738389691653,0.26666666666666494,0.17846214744359792
2650.0,5.0,3.327707006177258,0.26388888888888706,0.1758666048791418
2660.0,5.0,3.324941329033912,0.2611111111111093,0.17323879461179825
2670.0,5.0,3.3221915027240163,0.2583333333333315,0.17058111777858823
2680.0,5.0,3.3194512673143795,0.25555555555555376,0.1678956177943193
2690.0,5.0,3.316720156255867,0.252777777777776,0.16518421795376112
2700.0,5.0,3.3139974890334605,0.24999999999999822,0.16244871783046552
2710.0,5.0,3.311283629077007,0.24722222222222046,0.15969083924641253
2720.0,5.0,3.3085802613114987,0.2444444444444427,0.15691228202023583
2730.0,5.0,3.3058891909362087,0.24166666666666492,0.15411473088247246
2740.0,5.0,3.3032091310000897,0.23888888888888715,0.15129973547685518
2750.0,5.0,3.3005328194654844,0.23611111111110938,0.14846847988893955
2760.0,5.0,3.29785623129811,0.2333333333333315,0.1456219228891429
2770.0,5.0,3.2951782301888985,0.23055555555555374,0.1368391778597679
2780.0,5.0,3.2925004395795394,0.22777777777777597,0.1305411873484609
2790.0,5.0,3.2898199204532546,0.2249999999999982,0.1258056232220689
2800.0,5.0,3.2871341852936036,0.22222222222222043,0.12210878625797243
2810.0,5.0,3.2844374015112283,0.21944444444444267,0.11913064731975158
2820.0,5.0,3.2817281513925196,0.2166666666666649,0.11666451444118417
2830.0,5.0,3.279000956701682,0.21388888888888713,0.11457064421155543
2840.0,5.0,3.276248446153505,0.21111111111110936,0.1127509700990781
2850.0,5.0,3.2734677154743714,0.2083333333333316,0.1111347645331317
2860.0,5.0,3.2706598910288687,0.20555555555555372,0.10966995114867081
2870.0,5.0,3.2678234803820385,0.20277777777777595,0.10831734965913518
2880.0,5.0,3.2649548325514655,0.19999999999999818,0.10704691520097767
2890.0,5.0,3.262035435027185,0.1972222222222204,0.1058346435884574
2900.0,5.0,3.259073738625195,0.19444444444444264,0.10466210331357542
2910.0,5.0,3.2560668302794094,0.19166666666666488,0.10351466395696222
2920.0,5.0,3.253001923913036,0.1888888888888871,0.10238020858659339
2930.0,5.0,3.249885899804016,0.18611111111110934,0.10124933928083858
2940.0,5.0,3.246702239278432,0.18333333333333157,0.10011388186627174
2950.0,5.0,3.243450389355945,0.1805555555555538,0.09896722018978893
2960.0,5.0,3.24012729120569,0.17777777777777604,0.09780388826330642
2970.0,5.0,3.236712022715216,0.17499999999999838,0.09661862439236227
2980.0,5.0,3.233215234934446,0.1722222222222205,0.09377087336566928
2990.0,5.0,3.2296093040894442,0.16944444444444273,0.09174820482146527
3000.0,5.0,3.225896674396915,0.16666666666666496,0.09021047089982795
3010.0,5.0,3.2220585302255658,0.1638888888888872,0.08896457793977833
3020.0,5.0,3.2180792159278,0.16111111111110943,0.087892667740807
3030.0,5.0,3.213952102565167,0.15833333333333166,0.08691917915483491
3040.0,5.0,3.209638279601809,0.15555555555555378,0.08599248081820393
3050.0,5.0,3.2051382927938485,0.15277777777777612,0.08507738560479876
3060.0,5.0,3.2004073238408925,0.14999999999999825,0.084147735427076
3070.0,5.0,3.195429832289777,0.1472222222222206,0.08318441302779098
3080.0,5.0,3.1901707118656217,0.1444444444444427,0.08217237513603334
3090.0,5.0,3.1845898690859546,0.14166666666666505,0.08109911096921665
3100.0,5.0,3.178667520403353,0.13888888888888717,0.07995454147043735
3110.0,5.0,3.172353696679391,0.13611111111110952,0.07872913388584434
3120.0,5.0,3.165647321975781,0.13333333333333164,0.07741543237860037
3130.0,5.0,3.1585229584710444,0.13055555555555376,0.07600663162407645
3140.0,5.0,3.1509603038528544,0.1277777777777761,0.0744965334667643
3150.0,5.0,3.142982412479705,0.12499999999999822,0.07288100871919652
3160.0,5.0,3.134611244398103,0.12222222222222034,0.07115759333360806
3170.0,5.0,3.1258869771060613,0.11944444444444247,0.06932589998846825
3180.0,5.0,3.1168424532259884,0.1166666666666647,0.0673870173743995
3190.0,5.0,3.1075525882874406,0.11388888888888693,0.06534488650384648
3200.0,5.0,3.0980590645164705,0.11111111111110916,0.06320463437102058
3210.0,5.0,3.088417352415207,0.10833333333333128,0.06097292499200596
3220.0,5.0,3.078684126030036,0.1055555555555534,0.05865778998512189
3230.0,5.0,3.068912326404263,0.10277777777777575,0.05626829673661187
3240.0,5.0,3.0591360157029572,0.09999999999999787,0.0538136849199716
3250.0,5.0,3.0493823508775075,0.09722222222221999,0.05130307298483325
3260.0,5.0,3.0396641831502595,0.09444444444444211,0.04874492195432486
3270.0,5.0,3.0299858220662728,0.09166666666666445,0.04614678922366348
3280.0,5.0,3.0203405187418353,0.08888888888888657,0.04124141488480339
3290.0,5.0,3.0107227924113547,0.0861111111111088,0.03888016740957506
3300.0,5.0,3.0011049645120105,0.08333333333333093,0.0373561361168546
3310.0,5.0,2.9914472973499495,0.08055555555555305,0.03614054097049969
3320.0,5.0,2.9816882983743582,0.07777777777777539,0.035023319840377994
3330.0,5.0,2.971778947810294,0.07499999999999751,0.03391212066437258
3340.0,5.0,2.9616673068122914,0.07222222222221963,0.03276529236743202
3350.0,5.0,2.951317480802553,0.06944444444444176,0.031565112606917654
3360.0,5.0,2.9406332667579864,0.0666666666666641,0.030302847064642334
3370.0,5.0,2.929535502217733,0.06388888888888622,0.028973610862280015
3380.0,5.0,2.9179296748722443,0.06111111111110845,0.027572933662714308
3390.0,5.0,2.905728035721536,0.05833333333333057,0.02609581070622479
3400.0,5.0,2.8928380491539754,0.055555555555552916,0.024536048949486133
3410.0,5.0,2.8791656342568546,0.05277777777777504,0.02288615769110672
3420.0,5.0,2.864618469855066,0.04999999999999738,0.021137535039962473
3430.0,5.0,2.849042277123073,0.0472222222222195,0.019278443294446605
3440.0,5.0,2.832323260024267,0.044444444444441844,0.017296161911633162
3450.0,5.0,2.814341686140769,0.041666666666663965,0.015176987342150828
3460.0,5.0,2.794902978175064,0.03888888888888631,0.012903814957114748
3470.0,5.0,2.773894975610091,0.03611111111110843,0.010459893127525668
3480.0,5.0,2.751112003218685,0.03333333333333077,0.007825424236646297
3490.0,5.0,2.726389425103257,0.030555555555553005,0.0049797759955310045
3500.0,5.0,2.6995244918832824,0.027777777777775348,0.001900342645565112
3510.0,5.0,2.670255188098494,0.02499999999999747,0.0
3520.0,5.0,2.6383962176340257,0.022222222222219812,0.0
3530.0,5.0,2.6036076060445783,0.019444444444441933,0.0
3540.0,5.0,2.5656773245742617,0.016666666666664276,0.0
3550.0,5.0,2.5241980308334098,0.013888888888886619,0.0
3555.4499607912735,5.0,2.4999999999998916,0.012375010891310545,0.0
